symbol,yahoo,name,sector,exchange,sp500,tier,market_cap
TXT,TXT,Textron,Industrials,NYSE,1,Large cap,15380789987
LECO,LECO,Lincoln Electric Holdings Inc.,Industrials,NASDAQ,0,Large cap,15368443244
ONTO,ONTO,Onto Innovation Inc.,Industrials,NYSE,0,Large cap,15335941706
TRU,TRU,TransUnion,Financials,NYSE,0,Large cap,15331832000
QNT,QNT,Quantinuum Inc.,Information Technology,NASDAQ,0,Large cap,15321591969
MAS,MAS,Masco,Industrials,NYSE,1,Large cap,15283997699
JBS,JBS,JBS N.V.,Consumer Staples,NYSE,0,Large cap,15238577760
MLI,MLI,Mueller Industries Inc.,Industrials,NYSE,0,Large cap,15228338564
LOGI,LOGI,Logitech International S.A.,Information Technology,NASDAQ,0,Large cap,15225215342
LII,LII,Lennox International,Industrials,NYSE,1,Large cap,15198748045
WSE,WSE,Wise Group plc,Industrials,NASDAQ,0,Large cap,15196660924
IESC,IESC,IES Holdings Inc.,Industrials,NASDAQ,0,Large cap,15196505565
PS,PS,Pershing Square Inc.,Financials,NYSE,0,Large cap,15152000000
BNT,BNT,Brookfield Wealth Solutions Ltd.,Financials,NYSE,0,Large cap,15061916762
CRBG,CRBG,Corebridge Financial Inc.,Financials,NYSE,0,Large cap,15013618541
GRAB,GRAB,Grab Holdings Limited,Industrials,NASDAQ,0,Large cap,15007763326
RPM,RPM,RPM International Inc.,Consumer Discretionary,NYSE,0,Large cap,14991732112
TLK,TLK,PT Telekomunikasi Indonesia Tbk,Information Technology,NYSE,0,Large cap,14958394707
DOC,DOC,Healthpeak Properties,Real Estate,NYSE,1,Large cap,14762778637
IREN,IREN,IREN Limited,Financials,NASDAQ,0,Large cap,14734722729
ARMK,ARMK,Aramark,Consumer Discretionary,NYSE,0,Large cap,14712251906
OHI,OHI,Omega Healthcare Investors Inc.,Real Estate,NYSE,0,Large cap,14684009980
SUI,SUI,Sun Communities Inc.,Real Estate,NYSE,0,Large cap,14669707261
VNOM,VNOM,Viper Energy Inc.,Energy,NASDAQ,0,Large cap,14662335532
UHAL,UHAL,U-Haul Holding Company,Consumer Discretionary,NYSE,0,Large cap,14631998369
W,W,Wayfair Inc.,Consumer Discretionary,NYSE,0,Large cap,14600796262
DOCN,DOCN,DigitalOcean Holdings Inc.,Information Technology,NYSE,0,Large cap,14597501133
EQH,EQH,Equitable Holdings Inc.,Financials,NYSE,0,Large cap,14503878973
TOL,TOL,Toll Brothers Inc.,Consumer Discretionary,NYSE,0,Large cap,14496417390
COO,COO,Cooper Companies (The),Health Care,NASDAQ,1,Large cap,14477123665
DINO,DINO,HF Sinclair Corporation,Energy,NYSE,0,Large cap,14473383147
TTMI,TTMI,TTM Technologies Inc.,Industrials,NASDAQ,0,Large cap,14454917629
SUN,SUN,Sunoco LP Common Units representing limited partner interests,Energy,NYSE,0,Large cap,14454421141
EG,EG,Everest Group,Financials,NYSE,1,Large cap,14376991541
ARCC,ARCC,Ares Capital Corporation,Financials,NASDAQ,0,Large cap,14367637128
ALLE,ALLE,Allegion,Industrials,NYSE,1,Large cap,14366114627
AIZ,AIZ,Assurant,Financials,NYSE,1,Large cap,14346518293
UNM,UNM,Unum Group,Financials,NYSE,0,Large cap,14336263627
BAX,BAX,Baxter International,Health Care,NYSE,1,Large cap,14243239772
MKC,MKC,McCormick & Company,Consumer Staples,NYSE,1,Large cap,14238378194
CACI,CACI,CACI International Inc.,Information Technology,NYSE,0,Large cap,14236299681
PAG,PAG,Penske Automotive Group Inc.,Consumer Discretionary,NYSE,0,Large cap,14210102346
GWRE,GWRE,Guidewire Software Inc.,Information Technology,NYSE,0,Large cap,14197707753
DT,DT,Dynatrace Inc.,Information Technology,NYSE,0,Large cap,14152434208
AUR,AUR,Aurora Innovation Inc.,Information Technology,NASDAQ,0,Large cap,14149336192
GL,GL,Globe Life,Financials,NYSE,1,Large cap,14128770831
SOLV,SOLV,Solventum,Health Care,NYSE,1,Large cap,14125165032
REG,REG,Regency Centers,Real Estate,NASDAQ,1,Large cap,14122256585
CNA,CNA,CNA Financial Corporation,Financials,NYSE,0,Large cap,14076660275
KLAR,KLAR,Klarna Group plc,Financials,NYSE,0,Large cap,14042325530
LULU,LULU,Lululemon Athletica,Consumer Discretionary,NASDAQ,1,Large cap,13942952511
IVZ,IVZ,Invesco,Financials,NYSE,1,Large cap,13942563052
BWA,BWA,BorgWarner Inc.,Consumer Discretionary,NYSE,0,Large cap,13934851941
AGI,AGI,Alamos Gold Inc.,Materials,NYSE,0,Large cap,13921853375
TRMB,TRMB,Trimble Inc.,Information Technology,NASDAQ,1,Large cap,13872466496
WMG,WMG,Warner Music Group Corp.,Consumer Discretionary,NASDAQ,0,Large cap,13804866804
HRL,HRL,Hormel Foods,Consumer Staples,NYSE,1,Large cap,13768880274
AMKR,AMKR,Amkor Technology Inc.,Information Technology,NASDAQ,0,Large cap,13731968127
SGI,SGI,Somnigroup International Inc.,Consumer Discretionary,NYSE,0,Large cap,13724725716
TXRH,TXRH,Texas Roadhouse Inc.,Consumer Discretionary,NASDAQ,0,Large cap,13671759920
GGG,GGG,Graco Inc.,Industrials,NYSE,0,Large cap,13529622457
FIVE,FIVE,Five Below Inc.,Consumer Discretionary,NASDAQ,0,Large cap,13512524924
FNF,FNF,Fidelity National Financial Inc.,Financials,NYSE,0,Large cap,13506325357
CNH,CNH,CNH Industrial N.V.,Industrials,NYSE,0,Large cap,13503590202
CET,CET,Central Securities Corporation,Financials,AMEX,0,Large cap,13475963136
AVY,AVY,Avery Dennison,Materials,NYSE,1,Large cap,13428143000
WSO,WSO,Watsco Inc.,Industrials,NYSE,0,Large cap,13421051973
PINS,PINS,Pinterest Inc.,Information Technology,NYSE,0,Large cap,13410292479
DTM,DTM,DT Midstream Inc.,Energy,NYSE,0,Large cap,13408890506
EXEL,EXEL,Exelixis Inc.,Health Care,NASDAQ,0,Large cap,13397556086
RNR,RNR,RenaissanceRe Holdings Ltd.,Financials,NYSE,0,Large cap,13374307800
AIT,AIT,Applied Industrial Technologies Inc.,Consumer Discretionary,NYSE,0,Large cap,13301738806
APA,APA,APA Corporation,Energy,NASDAQ,1,Large cap,13301084642
ALLY,ALLY,Ally Financial Inc.,Financials,NYSE,0,Large cap,13299610578
DECK,DECK,Deckers Brands,Consumer Discretionary,NYSE,1,Large cap,13294930563
PAC,PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),Industrials,NYSE,0,Large cap,13251055314
AA,AA,Alcoa Corporation,Materials,NYSE,0,Large cap,13240336856
EMBJ,EMBJ,Embraer S.A.,Industrials,NYSE,0,Large cap,13192288970
HAS,HAS,Hasbro,Consumer Discretionary,NASDAQ,1,Large cap,13190478554
SKM,SKM,SK Telecom Co. Ltd.,Information Technology,NYSE,0,Large cap,13141450800
CCK,CCK,Crown Holdings Inc.,Materials,NYSE,0,Large cap,13126306073
WTS,WTS,Watts Water Technologies Inc.,Industrials,NYSE,0,Large cap,13096908785
CHKP,CHKP,Check Point Software Technologies Ltd.,Information Technology,NASDAQ,0,Large cap,13050503038
AEIS,AEIS,Advanced Energy Industries Inc.,Industrials,NASDAQ,0,Large cap,13017194659
SMTC,SMTC,Semtech Corporation,Information Technology,NASDAQ,0,Large cap,12987135843
AGNC,AGNC,AGNC Investment Corp.,Real Estate,NASDAQ,0,Large cap,12850618885
COKE,COKE,Coca-Cola Consolidated Inc.,Consumer Staples,NASDAQ,0,Large cap,12846243099
SJM,SJM,J.M. Smucker Company (The),Consumer Staples,NYSE,1,Large cap,12842783710
GLPI,GLPI,Gaming and Leisure Properties Inc.,Real Estate,NASDAQ,0,Large cap,12841210698
WBS,WBS,Webster Financial Corporation,Financials,NYSE,0,Large cap,12805503395
TYL,TYL,Tyler Technologies,Information Technology,NYSE,1,Large cap,12795538011
SNN,SNN,Smith & Nephew SNATS Inc.,Health Care,NYSE,0,Large cap,12792595121
RVTY,RVTY,Revvity,Health Care,NYSE,1,Large cap,12791443572
PEN,PEN,Penumbra Inc.,Health Care,NYSE,0,Large cap,12788169747
HII,HII,Huntington Ingalls Industries,Industrials,NYSE,1,Large cap,12786003959
CRL,CRL,Charles River Laboratories,Health Care,NYSE,1,Large cap,12769670871
BEPC,BEPC,Brookfield Re,Utilities,NYSE,0,Large cap,12716141535
CLX,CLX,Clorox,Consumer Staples,NYSE,1,Large cap,12714880058
CR,CR,Crane Company,Industrials,NYSE,0,Large cap,12709142277
ELS,ELS,Equity Lifestyle Properties Inc.,Real Estate,NYSE,0,Large cap,12647191220
ICLR,ICLR,ICON plc,Health Care,NASDAQ,0,Large cap,12596090636
SEIC,SEIC,SEI Investments Company,Financials,NASDAQ,0,Large cap,12566008355
SF,SF,Stifel Financial Corporation,Financials,NYSE,0,Large cap,12546734078
GNRC,GNRC,Generac,Industrials,NYSE,1,Large cap,12522329931
HMY,HMY,Harmony Gold Mining Company Limited,Materials,NYSE,0,Large cap,12504924163
NVMI,NVMI,Nova Ltd.,Information Technology,NASDAQ,0,Large cap,12491343655
AMH,AMH,American Homes 4 Rent,Real Estate,NYSE,0,Large cap,12438401461
EHC,EHC,Encompass Health Corporation,Health Care,NYSE,0,Large cap,12422700788
OC,OC,Owens Corning Inc,Industrials,NYSE,0,Large cap,12418548099
FIG,FIG,Figma Inc.,Information Technology,NYSE,0,Large cap,12413799802
ARWR,ARWR,Arrowhead Pharmaceuticals Inc.,Health Care,NASDAQ,0,Large cap,12380954033
BTSG,BTSG,BrightSpring Health Services Inc.,Health Care,NASDAQ,0,Large cap,12352664566
UDR,UDR,"UDR, Inc.",Real Estate,NYSE,1,Large cap,12339758767
ALGN,ALGN,Align Technology,Health Care,NASDAQ,1,Large cap,12336780698
BMRN,BMRN,BioMarin Pharmaceutical Inc.,Health Care,NASDAQ,0,Large cap,12333479989
BJ,BJ,BJ's Wholesale Club Holdings Inc.,Consumer Discretionary,NYSE,0,Large cap,12319915866
HBM,HBM,Hudbay Minerals Inc.,Materials,NYSE,0,Large cap,12262836824
CSGP,CSGP,CoStar Group,Real Estate,NASDAQ,1,Large cap,12253175061
DY,DY,Dycom Industries Inc.,Industrials,NYSE,0,Large cap,12252533325
PNW,PNW,Pinnacle West Capital,Utilities,NYSE,1,Large cap,12244556551
HALO,HALO,Halozyme Therapeutics Inc.,Health Care,NASDAQ,0,Large cap,12231372560
AFG,AFG,American Financial Group Inc.,Financials,NYSE,0,Large cap,12096502824
FHN,FHN,First Horizon Corporation,Financials,NYSE,0,Large cap,12083769519
CORT,CORT,Corcept Therapeutics Incorporated,Health Care,NASDAQ,0,Large cap,11974059436
DRS,DRS,Leonardo DRS Inc.,Industrials,NASDAQ,0,Large cap,11956739872
DKNG,DKNG,DraftKings Inc.,Consumer Discretionary,NASDAQ,0,Large cap,11921975473
RRX,RRX,Regal Rexnord Corporation,Industrials,NYSE,0,Large cap,11853352326
ENLT,ENLT,Enlight Re,Utilities,NASDAQ,0,Large cap,11827645169
MICC,MICC,The Magnum Ice Cream Company N.V.,Consumer Staples,NYSE,0,Large cap,11798245171
CART,CART,Maplebear Inc.,Industrials,NASDAQ,0,Large cap,11791445768
FPS,FPS,Forgent Power Solutions Inc.,Industrials,NYSE,0,Large cap,11784442293
MDGL,MDGL,Madrigal Pharmaceuticals Inc.,Health Care,NASDAQ,0,Large cap,11784028425
EVR,EVR,Evercore Inc.,Financials,NYSE,0,Large cap,11765772601
DVA,DVA,DaVita,Health Care,NYSE,1,Large cap,11724526000
IT,IT,Gartner,Information Technology,NYSE,1,Large cap,11720449946
ERIE,ERIE,Erie Indemnity,Financials,NASDAQ,1,Large cap,11666434795
SCI,SCI,Service Corporation International,Consumer Discretionary,NYSE,0,Large cap,11614021485
DPZ,DPZ,Domino's,Consumer Discretionary,NASDAQ,1,Large cap,11610034898
LFUS,LFUS,Littelfuse Inc.,Industrials,NASDAQ,0,Large cap,11595797943
TFII,TFII,TFI International Inc.,Industrials,NYSE,0,Large cap,11544411754
GDDY,GDDY,GoDaddy,Information Technology,NYSE,1,Large cap,11533806403
DOCU,DOCU,DocuSign Inc.,Information Technology,NASDAQ,0,Large cap,11506322078
MGM,MGM,MGM Resorts,Consumer Discretionary,NYSE,1,Large cap,11487630169
DCI,DCI,Donaldson Company Inc.,Industrials,NYSE,0,Large cap,11429989232
KTOS,KTOS,Kratos Defense & Security Solutions Inc.,Industrials,NASDAQ,0,Large cap,11407825042
KNX,KNX,Knight-Swift Transportation Holdings Inc.,Industrials,NYSE,0,Large cap,11396175120
MANH,MANH,Manhattan Associates Inc.,Information Technology,NASDAQ,0,Large cap,11382879684
WTRG,WTRG,Essential Utilities Inc.,Utilities,NYSE,0,Large cap,11362495344
BMNR,BMNR,BitMine Immersion Technologies Inc.,Financials,NYSE,0,Large cap,11352720735
HL,HL,Hecla Mining Company,Materials,NYSE,0,Large cap,11319298062
TECH,TECH,Bio-Techne,Health Care,NASDAQ,1,Large cap,11318355010
CPT,CPT,Camden Property Trust,Real Estate,NYSE,1,Large cap,11253369446
BPOP,BPOP,Popular Inc.,Financials,NASDAQ,0,Large cap,11232142874
GMED,GMED,Globus Medical Inc.,Health Care,NYSE,0,Large cap,11178569951
SMMT,SMMT,Summit Therapeutics Inc.,Health Care,NASDAQ,0,Large cap,11136584444
CGNX,CGNX,Cognex Corporation,Industrials,NASDAQ,0,Large cap,11131797077
BXP,BXP,"BXP, Inc.",Real Estate,NYSE,1,Large cap,11117168927
CHYM,CHYM,Chime Financial Inc.,Financials,NASDAQ,0,Large cap,11087656945
JKHY,JKHY,Jack Henry & Associates,Financials,NASDAQ,1,Large cap,11080369141
VSAT,VSAT,ViaSat Inc.,Information Technology,NASDAQ,0,Large cap,11072786286
UMBF,UMBF,UMB Financial Corporation,Financials,NASDAQ,0,Large cap,11058324368
ELAN,ELAN,Elanco Animal Health Incorporated,Health Care,NYSE,0,Large cap,11051634880
WMS,WMS,Advanced Drainage Systems Inc.,Materials,NYSE,0,Large cap,11033102739
RMBS,RMBS,Rambus Inc.,Information Technology,NASDAQ,0,Large cap,11011021937
PNR,PNR,Pentair,Industrials,NYSE,1,Large cap,10997458376
JEF,JEF,Jefferies Financial Group Inc.,Financials,NYSE,0,Large cap,10969711108
RYAN,RYAN,Ryan Specialty Holdings Inc.,Financials,NYSE,0,Large cap,10959105389
AXSM,AXSM,Axsome Therapeutics Inc.,Health Care,NASDAQ,0,Large cap,10947550619
AHR,AHR,American Healthcare REIT Inc.,Real Estate,NYSE,0,Large cap,10935063756
HUT,HUT,Hut 8 Corp.,Financials,NASDAQ,0,Large cap,10919556270
EGP,EGP,EastGroup Properties Inc.,Real Estate,NYSE,0,Large cap,10902002289
AAOI,AAOI,Applied Optoelectronics Inc.,Information Technology,NASDAQ,0,Large cap,10883326488
SANM,SANM,Sanmina Corporation,Industrials,NASDAQ,0,Large cap,10865791982
FROG,FROG,JFrog Ltd.,Information Technology,NASDAQ,0,Large cap,10842637692
SPXC,SPXC,SPX Technologies Inc.,Industrials,NYSE,0,Large cap,10802518285
AYI,AYI,Acuity Inc.,Industrials,NYSE,0,Large cap,10764223990
GSAT,GSAT,Globalstar Inc.,Information Technology,NASDAQ,0,Large cap,10740996845
WTFC,WTFC,Wintrust Financial Corporation,Financials,NASDAQ,0,Large cap,10710222261
BSY,BSY,Bentley Systems Incorporated,Information Technology,NASDAQ,0,Large cap,10696680892
AR,AR,Antero Resources Corporation,Energy,NYSE,0,Large cap,10671207690
ENSG,ENSG,The Ensign Group Inc.,Health Care,NASDAQ,0,Large cap,10663936949
GIL,GIL,Gildan Activewear Inc.,Consumer Discretionary,NYSE,0,Large cap,10648531260
WYNN,WYNN,Wynn Resorts,Consumer Discretionary,NASDAQ,1,Large cap,10642291192
IAG,IAG,Iamgold Corporation,Materials,NYSE,0,Large cap,10627432000
SWKS,SWKS,Skyworks Solutions,Information Technology,NASDAQ,1,Large cap,10626387865
GKOS,GKOS,Glaukos Corporation,Health Care,NYSE,0,Large cap,10618288339
